iter	Passed	Remaining
602	12261	8072
603	12278	8050
604	12296	8028
605	12315	8007
606	12338	7988
607	12359	7968
608	12377	7947
609	12394	7924
610	12412	7902
611	12432	7881
612	12451	7860
613	12477	7843
614	12497	7823
615	12515	7801
616	12533	7779
617	12550	7758
618	12568	7735
619	12585	7713
620	12602	7691
621	12619	7669
622	12639	7648
623	12659	7628
624	12683	7609
625	12702	7588
626	12720	7567
627	12736	7544
628	12754	7522
629	12771	7500
630	12788	7478
631	12805	7456
632	12822	7434
633	12842	7413
634	12863	7393
635	12886	7375
636	12906	7354
637	12923	7332
638	12941	7311
639	12958	7289
640	12975	7267
641	12991	7244
642	13009	7222
643	13027	7201
644	13044	7179
645	13063	7158
646	13083	7138
647	13108	7120
648	13127	7099
649	13143	7077
650	13166	7058
651	13188	7039
652	13209	7019
653	13229	6998
654	13260	6984
655	13282	6965
656	13308	6948
657	13331	6929
658	13353	6909
659	13371	6888
660	13389	6866
661	13411	6847
662	13430	6826
663	13448	6805
664	13468	6784
665	13488	6764
666	13602	6791
667	13665	6791
668	13703	6780
669	13726	6760
670	13767	6750
671	13814	6742
672	13832	6721
673	13849	6698
674	13865	6676
675	13882	6653
676	13903	6633
677	13924	6613
678	13949	6594
679	13969	6573
680	13986	6551
681	14003	6529
682	14020	6507
683	14039	6485
684	14056	6463
685	14072	6441
686	14089	6419
687	14105	6396
688	14124	6375
689	14144	6354
690	14164	6333
691	14190	6316
692	14212	6296
693	14232	6275
694	14250	6253
695	14268	6232
696	14292	6213
697	14312	6192
698	14339	6174
699	14358	6153
700	14381	6134
701	14402	6113
702	14424	6094
703	14451	6076
704	14473	6056
705	14491	6034
706	14508	6012
707	14525	5990
708	14543	5969
709	14563	5948
710	14584	5928
711	14607	5908
712	14629	5888
713	14649	5867
714	14667	5846
715	14684	5824
716	14702	5803
717	14720	5781
718	14738	5759
719	14759	5739
720	14781	5719
721	14805	5700
722	14829	5681
723	14850	5661
724	14875	5642
725	14891	5620
726	14916	5601
727	14934	5580
728	14958	5560
729	14979	5540
730	15000	5519
731	15021	5499
732	15041	5479
733	15065	5459
734	15081	5437
735	15100	5416
736	15118	5394
737	15135	5373
738	15152	5351
739	15169	5329
740	15186	5308
741	15206	5287
742	15228	5267
743	15250	5247
744	15273	5227
745	15295	5207
746	15311	5185
747	15329	5164
748	15346	5142
749	15363	5121
750	15379	5099
751	15396	5077
752	15414	5056
753	15434	5035
754	15456	5015
755	15476	4995
756	15497	4974
757	15515	4953
758	15531	4931
759	15549	4910
760	15567	4889
761	15584	4867
762	15602	4846
763	15624	4826
764	15647	4806
765	15674	4788
766	15698	4768
767	15717	4747
768	15733	4726
769	15751	4704
770	15769	4683
771	15787	4662
772	15804	4641
773	15822	4620
774	15839	4598
775	15860	4578
776	15880	4557
777	15904	4538
778	15925	4518
779	15944	4497
780	15961	4475
781	15981	4455
782	15998	4433
783	16019	4413
784	16036	4392
785	16055	4371
786	16077	4351
787	16099	4331
788	16122	4311
789	16143	4291
790	16160	4269
791	16177	4248
792	16195	4227
793	16212	4206
794	16230	4185
795	16248	4164
796	16266	4143
797	16288	4123
798	16310	4103
799	16337	4084
800	16357	4063
801	16375	4042
802	16391	4021
803	16410	4000
804	16427	3979
805	16445	3958
806	16466	3938
807	16485	3917
808	16544	3906
809	16612	3896
810	16680	3887
811	16730	3873
812	16771	3857
813	16801	3839
814	16820	3818
815	16836	3796
816	16854	3775
817	16872	3754
818	16889	3732
819	16907	3711
820	16925	3690
821	16943	3668
822	16964	3648
823	16984	3627
824	17013	3608
825	17033	3588
826	17050	3566
827	17067	3545
828	17086	3524
829	17104	3503
830	17121	3481
831	17139	3460
832	17158	3440
833	17179	3419
834	17198	3398
835	17223	3378
836	17242	3357
837	17261	3336
838	17280	3316
839	17297	3294
840	17314	3273
841	17332	3252
842	17350	3231
843	17368	3210
844	17389	3189
845	17410	3169
846	17429	3148
847	17456	3128
848	17480	3108
849	17499	3088
850	17520	3067
851	17540	3046
852	17558	3025
853	17579	3005
854	17601	2985
855	17620	2964
856	17640	2943
857	17664	2923
858	17684	2902
859	17702	2881
860	17719	2860
861	17736	2839
862	17753	2818
863	17771	2797
864	17792	2776
865	17812	2756
866	17831	2735
867	17853	2715
868	17878	2695
869	17894	2673
870	17912	2652
871	17929	2631
872	17945	2610
873	17963	2589
874	17980	2568
875	18000	2548
876	18019	2527
877	18038	2506
878	18060	2486
879	18091	2466
880	18117	2447
881	18140	2426
882	18166	2407
883	18186	2386
884	18205	2365
885	18224	2344
886	18245	2324
887	18264	2303
888	18289	2283
889	18310	2263
890	18329	2242
891	18347	2221
892	18364	2200
893	18382	2179
894	18398	2158
895	18419	2137
896	18438	2117
897	18458	2096
898	18481	2076
899	18502	2055
900	18520	2034
901	18536	2013
902	18554	1993
903	18571	1972
904	18592	1951
905	18609	1930
906	18633	1910
907	18661	1890
908	18760	1878
909	18846	1863
910	18875	1843
911	18896	1823
912	18921	1803
913	18973	1785
914	18995	1764
915	19015	1743
916	19035	1722
917	19052	1701
918	19071	1680
919	19091	1660
920	19116	1639
921	19140	1619
922	19169	1599
923	19194	1578
924	19212	1557
925	19232	1536
926	19250	1515
927	19270	1495
928	19294	1474
929	19316	1453
930	19342	1433
931	19361	1412
932	19380	1391
933	19398	1370
934	19416	1349
935	19434	1328
936	19453	1307
937	19472	1287
938	19495	1266
939	19516	1245
940	19542	1225
941	19562	1204
942	19583	1183
943	19603	1162
944	19620	1141
945	19638	1121
946	19655	1100
947	19673	1079
948	19695	1058
949	19720	1037
950	19743	1017
951	19769	996
952	19789	975
953	19807	955
954	19825	934
955	19841	913
956	19860	892
957	19878	871
958	19900	850
959	19919	829
960	19940	809
961	19964	788
962	19986	767
963	20004	747
964	20021	726
965	20038	705
966	20055	684
967	20071	663
968	20090	642
969	20110	621
970	20129	601
971	20152	580
972	20175	559
973	20193	539
974	20210	518
975	20226	497
976	20244	476
977	20262	455
978	20279	435
979	20298	414
980	20318	393
981	20337	372
982	20357	352
983	20382	331
984	20400	310
985	20418	289
986	20435	269
987	20452	248
988	20469	227
989	20486	206
990	20504	186
991	20523	165
992	20542	144
993	20561	124
994	20584	103
995	20603	82
996	20620	62
997	20638	41
998	20654	20
999	20671	0
